slug,category,title,description,priority,haloscan_volume,haloscan_kd,haloscan_cpc
composteur-castorama-guide,composteur-enseigne,Composteur Castorama : guide d'achat,Les composteurs proposés par Castorama,high,1200,28,0.38
composteur-truffaut-jardinerie,composteur-enseigne,Composteur Truffaut jardinerie,Sélection de composteurs chez Truffaut,medium,400,22,0.35
composteur-leclerc-comparatif,composteur-enseigne,Composteur Leclerc,Composteurs disponibles chez E.Leclerc,medium,720,25,0.32
composteur-lidl-prix,composteur-enseigne,Composteur Lidl,Composteurs proposés par Lidl,medium,100,20,0.25
composteur-gamm-vert-gamme,composteur-enseigne,Composteur Gamm Vert,Sélection de composteurs chez Gamm Vert,medium,400,22,0.3
composteur-amazon-meilleur-prix,composteur-enseigne,Composteur Amazon : meilleur prix,Les meilleurs composteurs sur Amazon,high,720,25,0.45
composteur-gratuit-mairie-comment-obtenir,composteur-enseigne,Composteur gratuit mairie : comment en obtenir un ?,Comment obtenir un composteur gratuit via sa mairie,top,400,18,0.2
composteur-gratuit-communaute-communes,composteur-enseigne,Composteur gratuit communauté de communes,Demander un composteur gratuit à sa communauté de communes,high,9000,25,0.28
poubelle-automatique-50-litres-cuisine,automatique-capacite,Poubelle automatique 50 litres cuisine,Les meilleures poubelles automatiques 50L pour cuisine,high,1600,22,0.7
poubelle-automatique-30-litres,automatique-capacite,Poubelle automatique 30 litres,Poubelles automatiques 30L : comparatif et avis,high,800,20,0.65
poubelle-automatique-gifi-avis,automatique-marque,Poubelle automatique Gifi : avis,Les poubelles automatiques disponibles chez Gifi,medium,480,20,0.35
poubelle-automatique-leroy-merlin-modeles,automatique-marque,Poubelle automatique Leroy Merlin,Poubelles automatiques disponibles chez Leroy Merlin,medium,210,20,0.45
poubelle-automatique-castorama-selection,automatique-marque,Poubelle automatique Castorama,Sélection de poubelles automatiques chez Castorama,medium,140,18,0.42
poubelle-automatique-leclerc-comparatif,automatique-marque,Poubelle automatique Leclerc,Poubelles automatiques chez E.Leclerc : modèles et prix,medium,260,18,0.4
poubelle-automatique-noire-rectangulaire,automatique-style,Poubelle automatique noire rectangulaire,Poubelles automatiques noires rectangulaires pour cuisine,high,140,20,0.7
poubelle-automatique-boulanger,automatique-marque,Poubelle automatique Boulanger,Poubelles automatiques disponibles chez Boulanger,low,100,18,0.55
corbeille-papier-action-pas-chere,corbeille-papier,Corbeille papier Action pas chère,Corbeilles à papier disponibles chez Action,medium,70,15,0.15
corbeille-papier-vintage-retro,corbeille-papier,Corbeille papier vintage rétro,Corbeilles à papier au style vintage et rétro,medium,140,18,0.35
corbeille-papier-original-insolite,corbeille-papier,Corbeille papier originale et insolite,Corbeilles à papier originales et amusantes,medium,90,18,0.35
corbeille-papier-metal-grillage,corbeille-papier,Corbeille papier métal grillage,Corbeilles à papier en métal grillage style bureau classique,medium,90,15,0.28
corbeille-papier-ikea-selection,corbeille-papier,Corbeille papier Ikea : sélection,Les meilleures corbeilles à papier proposées par Ikea,high,390,22,0.25
corbeille-papier-bois-bureau,corbeille-papier,Corbeille papier en bois pour bureau,Corbeilles à papier en bois : naturel et élégant,medium,70,15,0.3
composteur-bois-guide-achat-comparatif,composteur-type,Composteur en bois : guide d'achat et comparatif,Les meilleurs composteurs en bois pour jardin,high,5500,28,0.45
fabriquer-composteur-bois-palettes-tutoriel,composteur-type,Fabriquer un composteur en bois avec des palettes,Tutoriel complet pour faire un composteur avec des palettes,high,3200,15,0.25
composteur-fonctionnement-guide-debutant,composteur-type,Comment fonctionne un composteur ?,Guide du fonctionnement d'un composteur pour débutants,high,320,22,0.3
composteur-balcon-appartement-guide,composteur-type,Composteur balcon appartement : guide complet,Choisir et utiliser un composteur pour balcon ou appartement,top,1800,28,0.5
composteur-minecraft-guide-jeu,composteur-type,Composteur Minecraft : guide de construction,Construire et utiliser le composteur dans Minecraft,medium,1000,22,0.05
composteur-350-litres-grand-jardin,composteur-type,Composteur 350 litres grand jardin,Composteurs 350L pour grands jardins,medium,400,22,0.4
composteur-600-litres-famille-nombreuse,composteur-type,Composteur 600 litres famille nombreuse,Grands composteurs 600L+ pour produire beaucoup de compost,medium,280,20,0.42
composteur-debutant-premier-composteur,composteur-type,Quel composteur pour débuter ?,Recommandations de composteurs idéaux pour débuter,high,500,25,0.42
composteur-interieur-maison,composteur-type,Composteur pour intérieur maison,Solutions de compostage utilisables à l'intérieur de la maison,high,600,26,0.45
histoire-poubelle-invention-evolution,guide-info,Histoire de la poubelle : invention et évolution,D'Eugène Poubelle à aujourd'hui : l'histoire de nos poubelles,medium,250,15,0.1
poubelle-inventeur-eugene-poubelle,guide-info,Qui a inventé la poubelle ? Eugène Poubelle,L'histoire de l'invention de la poubelle par Eugène Poubelle,medium,350,15,0.08
recyclage-plastique-processus-comment-ca-marche,guide-info,Comment fonctionne le recyclage du plastique ?,Le processus de recyclage du plastique de A à Z,medium,500,20,0.15
tri-selectif-impact-environnement-chiffres,guide-info,Impact environnemental du tri sélectif : les chiffres,Les données chiffrées sur l'impact du recyclage,medium,200,18,0.12
poubelle-debordante-astuces-organisation,guide-info,Poubelle toujours débordante : astuces organisation,Comment s'organiser pour ne plus avoir la poubelle trop pleine,medium,180,15,0.28
dechets-menagers-composition-france,guide-info,Composition des déchets ménagers en France,Que contient notre poubelle ? Analyse des déchets ménagers,medium,200,18,0.12
taxe-ordures-menageres-comment-calculee,guide-info,Taxe d'ordures ménagères : comment est-elle calculée ?,"TEOM, REOM : comprendre sa taxe sur les ordures ménagères",high,500,18,0.15
marque-sac-poubelle-test-resistance,guide-info,Quelle marque de sac poubelle choisir ? Test résistance,Comparatif de marques de sacs poubelle : résistance et qualité,high,300,20,0.28
zero-dechet-poubelle-vide-comment,guide-info,Poubelle quasi vide zéro déchet : comment y arriver ?,Les étapes pour réduire ses déchets à presque zéro,high,400,22,0.3
poubelle-organiser-maison-systeme-tri,guide-info,Comment organiser ses poubelles à la maison ?,Guide d'organisation du système de tri chez soi,high,450,22,0.4
poubelle-action-pas-chere-catalogue,enseigne,Poubelle Action : catalogue et promotions,Les poubelles et corbeilles disponibles chez Action,high,600,25,0.15
poubelle-bricomarche-catalogue,enseigne,Poubelle Bricomarché : catalogue,Sélection de poubelles chez Bricomarché,medium,120,18,0.3
poubelle-boulanger-electromenager,enseigne,Poubelle Boulanger high-tech,Poubelles électroniques et high-tech disponibles chez Boulanger,medium,150,20,0.55
poubelle-amazon-meilleures-ventes,enseigne,Meilleures ventes poubelle Amazon,Top ventes poubelles sur Amazon France,high,500,25,0.5
poubelle-decathlon-sport-plein-air,enseigne,Poubelle Decathlon : sport et plein air,Poubelles légères et compactes pour le sport et la randonnée,low,100,15,0.25
poubelle-alinea-design-maison,enseigne,Poubelle Alinéa design maison,Poubelles design disponibles chez Alinéa,medium,150,20,0.55
poubelle-maisons-du-monde-catalogue,enseigne,Poubelle Maisons du Monde : catalogue,Corbeilles et poubelles design Maisons du Monde,medium,200,22,0.6
poubelle-fly-decoration,enseigne,Poubelle Fly : décoration maison,Poubelles et corbeilles disponibles chez Fly,low,100,18,0.45
poubelle-double-couvercle-hygiene,fonctionnalite-avancee,Poubelle double couvercle hygiène,Poubelles avec double couvercle pour une hygiène renforcée,medium,120,18,0.48
poubelle-inox-anti-traces-doigts,fonctionnalite-avancee,Poubelle inox anti-traces de doigts,Poubelles inox avec revêtement anti-traces pour conserver l'éclat,high,300,22,0.65
poubelle-silencieuse-soft-close,fonctionnalite-avancee,Poubelle silencieuse à fermeture douce,Poubelles avec fermeture silencieuse soft-close,high,250,20,0.6
poubelle-etanche-bord-de-mer,fonctionnalite-avancee,Poubelle étanche bord de mer,Poubelles étanches pour environnements humides et bord de mer,medium,80,15,0.4
poubelle-avec-systeme-fermeture-centralisee,fonctionnalite-avancee,Poubelle avec système de fermeture centralisée,Poubelles à verrou ou fermeture sécurisée,low,60,12,0.35
poubelle-grande-ouverture-accessibilite,fonctionnalite-avancee,Poubelle grande ouverture accessibilité PMR,Poubelles adaptées pour personnes à mobilité réduite,medium,80,15,0.4
poubelle-couvercle-rabattable-swing,fonctionnalite-avancee,Poubelle couvercle rabattable swing,Poubelles avec couvercle à rabat ou swing,medium,200,18,0.45
poubelle-interieur-exterieur-polyvalente,fonctionnalite-avancee,Poubelle intérieur/extérieur polyvalente,Poubelles utilisables aussi bien en intérieur qu'en extérieur,medium,150,18,0.4
meilleure-poubelle-moins-10-euros,avis-gamme,Meilleures poubelles à moins de 10€,Bonnes poubelles trouvables à moins de 10 euros,high,300,18,0.3
meilleure-poubelle-entre-20-50-euros,avis-gamme,Meilleures poubelles entre 20€ et 50€,Le meilleur rapport qualité-prix dans la gamme 20-50€,high,250,20,0.5
meilleure-poubelle-plus-100-euros-premium,avis-gamme,Meilleures poubelles à plus de 100€ premium,Les poubelles haut de gamme qui valent leur prix,medium,150,22,0.85
poubelle-rapport-qualite-prix-2025,avis-gamme,Meilleur rapport qualité-prix poubelle 2025,Les poubelles offrant le meilleur rapport qualité-prix,high,400,25,0.6
poubelle-entree-couloir,piece-complement,Poubelle entrée et couloir,Poubelles compactes pour entrée et couloir,medium,150,18,0.4
poubelle-sous-escalier,piece-complement,Poubelle sous-escalier,Solutions poubelle pour espaces sous-escalier,low,80,12,0.35
poubelle-atelier-garage-bricolage,piece-complement,Poubelle atelier garage bricolage,Poubelles robustes pour atelier et garage,medium,200,18,0.4
poubelle-balcon-petite-exterieur,piece-complement,Poubelle balcon petite extérieure,Petites poubelles pour balcon,medium,200,18,0.38
poubelle-buanderie-tri-linge,piece-complement,Poubelle buanderie et tri linge,Bacs de tri pour la buanderie et le linge,medium,150,15,0.35
poubelle-dressing-papier-etiquettes,piece-complement,Corbeille dressing et rangement,Corbeilles pour dressing : rangement élégant,low,100,15,0.35
poubelle-toilettes-hygienique-couvercle,piece-complement,Poubelle toilettes hygiénique avec couvercle,Poubelles WC avec couvercle pour une hygiène optimale,medium,250,18,0.42
poubelle-verandah-piscine-exterieure,piece-complement,Poubelle véranda et piscine extérieure,Poubelles résistantes pour véranda et bord de piscine,low,80,12,0.35
collecteur-dasri-maison-aiguilles-seringues,sante-dechet,Collecteur DASRI maison : aiguilles et seringues,"Gérer les déchets médicaux à domicile (diabétiques, etc.)",high,400,22,1.5
poubelle-clinique-hopital-hygiene,sante-dechet,Poubelle clinique hôpital hygiène,Solutions de collecte des déchets en milieu hospitalier,medium,150,22,1.2
sac-poubelle-rouge-dasri-medical,sante-dechet,Sac poubelle rouge DASRI médical,Sacs poubelle rouges réglementaires pour DASRI,medium,200,20,1.0
poubelle-protection-feminine-salle-bain,sante-dechet,Poubelle protection féminine salle de bain,Poubelles hygiéniques pour protections féminines en salle de bain,high,350,20,0.42
collecteur-aiguilles-pharmacie-apiject,sante-dechet,Collecteur aiguilles pharmacie Apiject,Où trouver des collecteurs d'aiguilles pour diabétiques,medium,200,20,1.2
gestion-dechets-covid-masques-tests,sante-dechet,Gestion des déchets COVID : masques et tests,Comment jeter correctement masques et tests COVID,medium,150,18,0.2
bac-roulant-dechets-verts-240l,jardin-avance,Bac roulant déchets verts 240L,Bac roulant marron 240L pour déchets verts,high,350,20,0.35
sac-dechets-verts-jardin-kraft,jardin-avance,Sac déchets verts jardin kraft papier,Sacs papier kraft pour déchets verts jardin,medium,300,18,0.28
sac-branchage-taille-haie,jardin-avance,Sac branchage et taille de haie,Grands sacs pour évacuer branchages et taille de haies,medium,200,15,0.22
composteur-solaire-thermophile,jardin-avance,Composteur solaire thermophile,Composteur solaire : accélérer le compostage avec la chaleur,medium,200,22,0.38
composteur-hermetique-anti-rongeurs,jardin-avance,Composteur hermétique anti-rongeurs,Composteurs sécurisés pour éviter les rongeurs,high,350,22,0.4
silo-compostage-grillage-diy,jardin-avance,Silo de compostage en grillage DIY,Fabriquer son silo de compostage avec du grillage,medium,200,12,0.18
bac-a-compost-plastique-recycle-400l,jardin-avance,Bac à compost plastique recyclé 400L,Composteurs en plastique recyclé 400L pour jardin,medium,250,20,0.35
poubelle-etanche-plante-arrosage,jardin-avance,Réutiliser une poubelle comme bac de récupération d'eau,Transformer une poubelle en récupérateur d'eau de pluie,low,100,10,0.15
poubelle-chambre-hotel-luxe-design,niche-supp,Poubelle chambre d'hôtel luxe design,Poubelles design pour hôtels et chambres d'exception,medium,80,18,2.0
poubelle-piscine-chlore-resistant,niche-supp,Poubelle résistante au chlore piscine,Poubelles résistantes aux produits chimiques piscine,low,60,12,0.35
poubelle-cuisine-asiatique-odeur-friture,niche-supp,Poubelle anti-odeur pour cuisine asiatique,Solutions pour gérer les odeurs de friture et cuisine asiatique,low,50,12,0.3
poubelle-colore-multicolore-maternelle,niche-supp,Poubelles colorées multicolores pour maternelle,Poubelles colorées pour apprendre le tri en maternelle,medium,100,15,0.35
poubelle-grillage-barbecue-exterieur,niche-supp,Poubelle grillage extérieur barbecue,Poubelles extérieures résistantes pour zones de barbecue,low,60,12,0.3
tri-dechets-restaurant-rapide-fast-food,niche-supp,Tri des déchets restaurant rapide fast-food,Organisation du tri dans un restaurant rapide,medium,100,20,0.8
poubelle-inox-cuisine-professionnelle-nf,niche-supp,Poubelle inox cuisine professionnelle NF,Poubelles inox aux normes NF pour cuisine professionnelle,medium,120,20,1.2
poubelle-fermette-maison-campagne,niche-supp,Poubelle pour fermette et maison de campagne,Solutions déchets adaptées aux maisons de campagne,low,80,15,0.35
poubelle-location-saisonniere-airbnb,niche-supp,Poubelle location saisonnière Airbnb,Quelle poubelle pour une location Airbnb ?,medium,100,15,0.4
poubelle-micro-ondes-chauffage-recyclage,niche-supp,Recyclage four micro-ondes et électroménager,Comment recycler son four micro-ondes et autres électroménagers,medium,200,18,0.25
comparatif-composteur-jardibric-vs-garden-eco,comparatif-supp,Comparatif composteurs : marques jardineries,Comparatif des composteurs vendus en jardineries,medium,200,22,0.38
comparatif-bac-roulant-120l-240l-340l,comparatif-supp,"Comparatif bacs roulants 120L, 240L, 340L",Quel volume de bac roulant choisir ?,medium,180,18,0.28
comparatif-corbeille-osier-rotin-naturel,comparatif-supp,Corbeille osier vs rotin naturel : comparatif,"Différences entre osier, rotin et fibres naturelles pour corbeilles",medium,150,18,0.38
